Transaction Amount ($) ,Fraud Detected ,Fraud Type       ,Device Risk Score ,Login Frequency (Per Day) ,Multiple Login Attempts ,Unusual IP Address ,Previous Fraud History ,Compromised Credentials Used ,Malicious Link Clicked ,Blacklisted Entity Involved ,Transaction Location Risk ,Dark Web Involvement ,Transaction Time ,Unusual Location Detected ,Account Age (Days) ,Account Type ,Social Engineering Involvement ,Previous Suspicious Activity ,Data Breach Exposure
                  4394 ,Yes            ,Phishing         ,               67 ,                       46 ,No                      ,No                 ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.28 ,No                   ,Night            ,No                        ,               350 ,Premium      ,No                             ,No                           ,No
                  8922 ,No             ,Ransomware       ,               56 ,                       25 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.92 ,No                   ,Day              ,No                        ,              3304 ,Regular      ,No                             ,Yes                          ,No
                  4743 ,No             ,Phishing         ,               41 ,                       36 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.51 ,No                   ,Night            ,No                        ,              1989 ,Business     ,No                             ,No                           ,No
                  7091 ,No             ,Ransomware       ,               56 ,                       49 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.85 ,No                   ,Night            ,No                        ,                83 ,Business     ,Yes                            ,No                           ,No
                  8700 ,No             ,Identity Theft   ,               35 ,                       28 ,No                      ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.77 ,No                   ,Day              ,Yes                       ,              3376 ,Business     ,No                             ,No                           ,No
                  7127 ,No             ,Identity Theft   ,               38 ,                       38 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,Yes                         ,                     0.38 ,No                   ,Day              ,No                        ,               874 ,Business     ,No                             ,No                           ,No
                  4739 ,No             ,Honeypot Attack  ,               81 ,                       28 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,Yes                         ,                     0.22 ,No                   ,Day              ,No                        ,              2699 ,Regular      ,No                             ,No                           ,No
                  1683 ,Yes            ,Honeypot Attack  ,               67 ,                       32 ,No                      ,Yes                ,Yes                    ,No                           ,No                     ,Yes                         ,                     0.1  ,Yes                  ,Day              ,No                        ,               485 ,Regular      ,Yes                            ,No                           ,No
                  8316 ,No             ,Identity Theft   ,               34 ,                       41 ,No                      ,No                 ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.96 ,No                   ,Night            ,No                        ,               330 ,Premium      ,Yes                            ,No                           ,No
                  9938 ,No             ,Identity Theft   ,               76 ,                       36 ,Yes                     ,No                 ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.32 ,No                   ,Day              ,No                        ,              2928 ,Business     ,Yes                            ,No                           ,Yes
                  7188 ,Yes            ,Ransomware       ,               88 ,                       39 ,Yes                     ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.67 ,Yes                  ,Night            ,Yes                       ,              2688 ,Regular      ,No                             ,No                           ,No
                  2304 ,No             ,Identity Theft   ,               70 ,                       36 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.73 ,No                   ,Day              ,No                        ,              3428 ,Business     ,No                             ,No                           ,No
                  3640 ,No             ,Phishing         ,               11 ,                       43 ,Yes                     ,Yes                ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.2  ,No                   ,Night            ,No                        ,              1953 ,Business     ,No                             ,No                           ,No
                   156 ,No             ,Ransomware       ,               27 ,                       23 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.69 ,No                   ,Day              ,No                        ,               445 ,Business     ,No                             ,No                           ,No
                  3463 ,Yes            ,Identity Theft   ,               48 ,                        2 ,Yes                     ,No                 ,Yes                    ,No                           ,No                     ,Yes                         ,                     0.01 ,No                   ,Day              ,Yes                       ,              1112 ,Premium      ,No                             ,No                           ,No
                  4517 ,No             ,Ransomware       ,               24 ,                       10 ,Yes                     ,No                 ,No                     ,Yes                          ,No                     ,Yes                         ,                     0.42 ,No                   ,Day              ,No                        ,              3343 ,Business     ,No                             ,No                           ,No
                  5793 ,No             ,Ransomware       ,               18 ,                        6 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.35 ,No                   ,Day              ,Yes                       ,              1565 ,Business     ,No                             ,No                           ,Yes
                  7761 ,Yes            ,E-commerce Fraud ,               27 ,                        8 ,No                      ,No                 ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.93 ,No                   ,Night            ,No                        ,              1767 ,Regular      ,No                             ,No                           ,No
                  5638 ,No             ,Honeypot Attack  ,               54 ,                       15 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.99 ,No                   ,Night            ,No                        ,              1179 ,Business     ,No                             ,No                           ,No
                  8338 ,No             ,Ransomware       ,               55 ,                       45 ,No                      ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.29 ,No                   ,Day              ,Yes                       ,              2062 ,Premium      ,No                             ,No                           ,No
                  3370 ,No             ,Ransomware       ,               21 ,                       29 ,Yes                     ,Yes                ,No                     ,No                           ,Yes                    ,No                          ,                     0.61 ,No                   ,Day              ,Yes                       ,               509 ,Premium      ,No                             ,No                           ,No
                  3015 ,Yes            ,E-commerce Fraud ,               59 ,                       28 ,No                      ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.75 ,Yes                  ,Night            ,No                        ,               549 ,Business     ,No                             ,No                           ,Yes
                  3562 ,No             ,Identity Theft   ,               34 ,                       22 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.19 ,No                   ,Day              ,No                        ,              1508 ,Premium      ,No                             ,No                           ,No
                    28 ,No             ,Ransomware       ,               97 ,                       34 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.69 ,No                   ,Day              ,No                        ,              1240 ,Premium      ,Yes                            ,Yes                          ,Yes
                  2252 ,No             ,E-commerce Fraud ,               58 ,                       20 ,No                      ,No                 ,Yes                    ,Yes                          ,No                     ,No                          ,                     0.26 ,No                   ,Day              ,No                        ,              1073 ,Premium      ,Yes                            ,No                           ,No
                  6328 ,No             ,Phishing         ,               48 ,                       33 ,Yes                     ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.17 ,No                   ,Night            ,No                        ,              1771 ,Premium      ,Yes                            ,Yes                          ,Yes
                  5107 ,No             ,E-commerce Fraud ,               54 ,                       15 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.85 ,No                   ,Day              ,Yes                       ,              3514 ,Regular      ,No                             ,No                           ,No
                  8650 ,Yes            ,Honeypot Attack  ,               18 ,                        7 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,Yes                         ,                     0.5  ,No                   ,Day              ,No                        ,              2810 ,Business     ,No                             ,No                           ,No
                  1958 ,No             ,Honeypot Attack  ,                3 ,                       24 ,No                      ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.3  ,No                   ,Night            ,No                        ,              2013 ,Regular      ,No                             ,No                           ,No
                  9147 ,No             ,Identity Theft   ,               24 ,                       26 ,Yes                     ,No                 ,Yes                    ,Yes                          ,No                     ,Yes                         ,                     0.4  ,No                   ,Night            ,No                        ,              2063 ,Regular      ,Yes                            ,Yes                          ,No
                  5628 ,No             ,Identity Theft   ,                1 ,                       10 ,Yes                     ,Yes                ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.41 ,No                   ,Day              ,No                        ,               517 ,Regular      ,No                             ,No                           ,No
                  4246 ,Yes            ,Honeypot Attack  ,                6 ,                       15 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.77 ,No                   ,Day              ,Yes                       ,              1006 ,Premium      ,Yes                            ,No                           ,No
                  6911 ,No             ,Honeypot Attack  ,               19 ,                       37 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.89 ,No                   ,Night            ,No                        ,              2791 ,Premium      ,Yes                            ,No                           ,No
                  1930 ,No             ,Ransomware       ,               86 ,                       24 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.48 ,No                   ,Night            ,No                        ,              3053 ,Premium      ,Yes                            ,No                           ,No
                  4198 ,No             ,Honeypot Attack  ,               43 ,                       11 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.32 ,Yes                  ,Day              ,Yes                       ,              1837 ,Business     ,No                             ,Yes                          ,Yes
                   248 ,Yes            ,Identity Theft   ,                8 ,                       40 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.73 ,No                   ,Day              ,Yes                       ,               897 ,Business     ,No                             ,No                           ,No
                   214 ,Yes            ,Honeypot Attack  ,               69 ,                       21 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.91 ,Yes                  ,Night            ,Yes                       ,              2351 ,Business     ,Yes                            ,Yes                          ,No
                  5562 ,Yes            ,Identity Theft   ,               52 ,                       40 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.11 ,No                   ,Day              ,No                        ,               290 ,Premium      ,No                             ,Yes                          ,Yes
                  4937 ,No             ,Phishing         ,               73 ,                       38 ,Yes                     ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.8  ,No                   ,Day              ,Yes                       ,              1000 ,Premium      ,Yes                            ,No                           ,No
                  4400 ,Yes            ,Honeypot Attack  ,               47 ,                       15 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.56 ,No                   ,Night            ,No                        ,              3065 ,Premium      ,No                             ,Yes                          ,No
                  2697 ,Yes            ,Identity Theft   ,               85 ,                       15 ,No                      ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.87 ,No                   ,Night            ,No                        ,               136 ,Regular      ,No                             ,Yes                          ,No
                  4961 ,Yes            ,E-commerce Fraud ,               28 ,                       37 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.51 ,No                   ,Night            ,No                        ,               238 ,Regular      ,No                             ,No                           ,No
                  6170 ,No             ,Ransomware       ,               46 ,                       45 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.86 ,No                   ,Night            ,Yes                       ,              3638 ,Premium      ,No                             ,No                           ,No
                  5398 ,Yes            ,Identity Theft   ,                4 ,                       14 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.55 ,No                   ,Day              ,No                        ,                87 ,Regular      ,No                             ,Yes                          ,No
                  9550 ,No             ,Honeypot Attack  ,               88 ,                       43 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.14 ,Yes                  ,Day              ,No                        ,              2276 ,Premium      ,No                             ,No                           ,Yes
                  5136 ,Yes            ,Honeypot Attack  ,                8 ,                       21 ,Yes                     ,No                 ,Yes                    ,Yes                          ,No                     ,No                          ,                     0.0  ,No                   ,Day              ,No                        ,              3644 ,Premium      ,Yes                            ,No                           ,No
                   826 ,No             ,Phishing         ,               61 ,                       44 ,Yes                     ,Yes                ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.62 ,No                   ,Night            ,No                        ,              3021 ,Regular      ,Yes                            ,No                           ,No
                  9022 ,No             ,E-commerce Fraud ,               17 ,                       20 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.59 ,No                   ,Night            ,No                        ,              2853 ,Premium      ,No                             ,No                           ,No
                   202 ,No             ,Identity Theft   ,               34 ,                       33 ,No                      ,Yes                ,Yes                    ,No                           ,No                     ,No                          ,                     0.21 ,No                   ,Night            ,Yes                       ,               430 ,Business     ,No                             ,No                           ,No
                  1786 ,No             ,E-commerce Fraud ,               20 ,                        3 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.85 ,No                   ,Day              ,No                        ,              3346 ,Business     ,Yes                            ,Yes                          ,No
                  3655 ,No             ,Phishing         ,               80 ,                       40 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.87 ,No                   ,Day              ,No                        ,              3594 ,Regular      ,No                             ,No                           ,No
                  6324 ,No             ,Ransomware       ,               74 ,                       23 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.8  ,No                   ,Day              ,No                        ,               763 ,Premium      ,No                             ,No                           ,No
                  8452 ,No             ,E-commerce Fraud ,               34 ,                       44 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.94 ,No                   ,Day              ,No                        ,              1604 ,Premium      ,Yes                            ,No                           ,Yes
                  1798 ,No             ,Phishing         ,               43 ,                       47 ,Yes                     ,Yes                ,No                     ,No                           ,Yes                    ,No                          ,                     0.51 ,No                   ,Night            ,No                        ,              1735 ,Premium      ,No                             ,Yes                          ,No
                  7384 ,No             ,Identity Theft   ,               10 ,                       23 ,No                      ,No                 ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.7  ,No                   ,Day              ,No                        ,              1508 ,Regular      ,Yes                            ,Yes                          ,No
                  3710 ,No             ,Ransomware       ,               94 ,                       27 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.9  ,No                   ,Night            ,Yes                       ,               598 ,Premium      ,No                             ,Yes                          ,No
                  9369 ,No             ,Honeypot Attack  ,               30 ,                       35 ,Yes                     ,Yes                ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.46 ,No                   ,Night            ,Yes                       ,              1899 ,Business     ,Yes                            ,No                           ,No
                  3903 ,No             ,Phishing         ,               25 ,                       25 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.62 ,No                   ,Day              ,No                        ,              2539 ,Business     ,No                             ,Yes                          ,Yes
                  6821 ,No             ,Honeypot Attack  ,               57 ,                       32 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.51 ,No                   ,Night            ,No                        ,              3480 ,Business     ,No                             ,No                           ,No
                  9298 ,Yes            ,Ransomware       ,               63 ,                       22 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.98 ,No                   ,Night            ,No                        ,              1839 ,Regular      ,Yes                            ,No                           ,No
                  2689 ,Yes            ,Phishing         ,               71 ,                        8 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.44 ,No                   ,Night            ,Yes                       ,              2085 ,Business     ,No                             ,No                           ,Yes
                  3914 ,No             ,Phishing         ,               47 ,                       38 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.32 ,No                   ,Day              ,No                        ,               200 ,Business     ,No                             ,No                           ,No
                  7270 ,Yes            ,Ransomware       ,               84 ,                       18 ,Yes                     ,No                 ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.63 ,No                   ,Night            ,No                        ,              1492 ,Regular      ,No                             ,No                           ,No
                   514 ,No             ,Identity Theft   ,               81 ,                       28 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.28 ,No                   ,Day              ,No                        ,              2091 ,Premium      ,No                             ,Yes                          ,No
                  9823 ,Yes            ,Phishing         ,                3 ,                       28 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.86 ,No                   ,Day              ,Yes                       ,              3282 ,Premium      ,Yes                            ,No                           ,No
                  9589 ,No             ,Ransomware       ,               46 ,                       11 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.89 ,No                   ,Night            ,No                        ,              1305 ,Premium      ,No                             ,Yes                          ,No
                  6783 ,No             ,E-commerce Fraud ,               36 ,                       12 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.35 ,No                   ,Day              ,No                        ,              2802 ,Business     ,No                             ,Yes                          ,No
                  3826 ,No             ,Honeypot Attack  ,               26 ,                        2 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.36 ,Yes                  ,Day              ,No                        ,              2534 ,Premium      ,Yes                            ,No                           ,No
                   727 ,No             ,Phishing         ,               10 ,                       37 ,No                      ,Yes                ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.09 ,No                   ,Day              ,Yes                       ,              2706 ,Business     ,No                             ,No                           ,No
                  4444 ,Yes            ,E-commerce Fraud ,               34 ,                        4 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.26 ,No                   ,Day              ,No                        ,              1971 ,Premium      ,No                             ,No                           ,No
                   668 ,Yes            ,Phishing         ,               78 ,                       41 ,Yes                     ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.07 ,Yes                  ,Night            ,No                        ,               764 ,Business     ,Yes                            ,Yes                          ,No
                  5067 ,No             ,Identity Theft   ,                8 ,                       45 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.76 ,No                   ,Night            ,No                        ,               302 ,Regular      ,No                             ,No                           ,No
                  4018 ,No             ,Ransomware       ,               55 ,                       45 ,No                      ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.18 ,Yes                  ,Day              ,No                        ,              2763 ,Business     ,No                             ,No                           ,No
                  5004 ,No             ,Phishing         ,               91 ,                       47 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.08 ,No                   ,Night            ,Yes                       ,              1979 ,Regular      ,No                             ,Yes                          ,Yes
                  4244 ,No             ,Ransomware       ,               10 ,                       34 ,No                      ,No                 ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.16 ,No                   ,Day              ,No                        ,              3239 ,Regular      ,No                             ,No                           ,No
                  3774 ,No             ,Phishing         ,               57 ,                       23 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.38 ,No                   ,Day              ,No                        ,               334 ,Regular      ,No                             ,Yes                          ,No
                  4647 ,No             ,Identity Theft   ,               79 ,                       13 ,No                      ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.42 ,No                   ,Night            ,No                        ,              1278 ,Premium      ,No                             ,Yes                          ,No
                  2114 ,No             ,Identity Theft   ,               86 ,                        7 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.9  ,No                   ,Day              ,No                        ,               854 ,Premium      ,No                             ,No                           ,No
                  9457 ,Yes            ,E-commerce Fraud ,               45 ,                       32 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.28 ,No                   ,Night            ,Yes                       ,               237 ,Premium      ,No                             ,No                           ,No
                  6811 ,No             ,Identity Theft   ,               50 ,                       23 ,No                      ,Yes                ,No                     ,No                           ,No                     ,Yes                         ,                     0.72 ,No                   ,Night            ,No                        ,              3494 ,Regular      ,No                             ,Yes                          ,No
                  8585 ,No             ,Ransomware       ,               64 ,                       49 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.89 ,No                   ,Day              ,No                        ,              2743 ,Regular      ,No                             ,No                           ,No
                  2617 ,Yes            ,Identity Theft   ,               95 ,                        8 ,No                      ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.86 ,No                   ,Day              ,No                        ,              2383 ,Business     ,No                             ,Yes                          ,No
                  8395 ,No             ,Phishing         ,                2 ,                       47 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.2  ,No                   ,Night            ,No                        ,              2821 ,Business     ,No                             ,No                           ,No
                  3729 ,Yes            ,Identity Theft   ,               45 ,                       47 ,Yes                     ,No                 ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.28 ,No                   ,Day              ,Yes                       ,               113 ,Regular      ,No                             ,No                           ,No
                  2591 ,No             ,Ransomware       ,               95 ,                       37 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.05 ,No                   ,Day              ,No                        ,               389 ,Regular      ,No                             ,No                           ,No
                  2575 ,No             ,Phishing         ,               62 ,                       34 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.48 ,No                   ,Day              ,No                        ,               889 ,Premium      ,No                             ,No                           ,No
                  2773 ,No             ,E-commerce Fraud ,               14 ,                       48 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.41 ,No                   ,Night            ,Yes                       ,               690 ,Premium      ,No                             ,No                           ,No
                  6338 ,No             ,E-commerce Fraud ,               74 ,                       29 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.55 ,Yes                  ,Day              ,Yes                       ,              1427 ,Business     ,No                             ,No                           ,No
                  6001 ,No             ,E-commerce Fraud ,               94 ,                       37 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.46 ,No                   ,Day              ,Yes                       ,              2722 ,Regular      ,Yes                            ,No                           ,No
                  3416 ,No             ,Phishing         ,               15 ,                       23 ,Yes                     ,No                 ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.74 ,No                   ,Night            ,No                        ,              2357 ,Premium      ,No                             ,No                           ,No
                  8933 ,No             ,E-commerce Fraud ,               14 ,                       38 ,No                      ,Yes                ,No                     ,No                           ,Yes                    ,No                          ,                     0.67 ,No                   ,Night            ,No                        ,              1045 ,Premium      ,No                             ,No                           ,Yes
                  4790 ,No             ,Identity Theft   ,               31 ,                       29 ,No                      ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.43 ,No                   ,Night            ,No                        ,              1325 ,Business     ,Yes                            ,Yes                          ,No
                  4187 ,No             ,Phishing         ,               29 ,                       44 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.04 ,No                   ,Day              ,No                        ,              3040 ,Premium      ,No                             ,No                           ,No
                  6486 ,No             ,Phishing         ,               27 ,                        5 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.34 ,No                   ,Day              ,Yes                       ,              1596 ,Business     ,No                             ,No                           ,No
                  2614 ,Yes            ,Phishing         ,               85 ,                       40 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.32 ,No                   ,Night            ,No                        ,              1973 ,Premium      ,No                             ,Yes                          ,No
                  8191 ,No             ,Honeypot Attack  ,                9 ,                       11 ,No                      ,Yes                ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.09 ,No                   ,Day              ,No                        ,              3062 ,Regular      ,Yes                            ,No                           ,Yes
                  2392 ,Yes            ,Ransomware       ,               20 ,                       14 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.3  ,No                   ,Day              ,No                        ,              3603 ,Premium      ,No                             ,No                           ,No
                   541 ,Yes            ,Honeypot Attack  ,               99 ,                       49 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.99 ,No                   ,Day              ,No                        ,              2520 ,Business     ,No                             ,No                           ,No
                  6089 ,No             ,Honeypot Attack  ,               58 ,                       42 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.82 ,No                   ,Day              ,Yes                       ,              2851 ,Regular      ,No                             ,Yes                          ,No
                   644 ,Yes            ,Honeypot Attack  ,               79 ,                        2 ,No                      ,Yes                ,No                     ,No                           ,Yes                    ,No                          ,                     0.8  ,No                   ,Night            ,No                        ,              1874 ,Premium      ,No                             ,No                           ,No
                  9971 ,No             ,Ransomware       ,               88 ,                       35 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.84 ,No                   ,Day              ,Yes                       ,              2809 ,Business     ,Yes                            ,No                           ,Yes
